"";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species"
"ASV_647";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas";"Sphingomonas"
"ASV_648";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Klebsiella";"Klebsiella"
"ASV_649";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";"uncultured_bacterium";"uncultured_bacterium";"uncultured_bacterium"
"ASV_650";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium";"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"ASV_651";"Bacteria";"Actinobacteria";"Actinobacteria";"Corynebacteriales";"Mycobacteriaceae";"Mycobacterium";"arabiense"
"ASV_652";"Bacteria";"Bacteroidetes";"Bacteroidia";"Cytophagales";"Hymenobacteraceae";"Hymenobacter";"Hymenobacter"
"ASV_653";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Rikenellaceae";"Rikenellaceae_RC9_gut_group";"Rikenellaceae_RC9_gut_group"
"ASV_654";"Bacteria";"Bacteroidetes";"Bacteroidia";"Sphingobacteriales";"Sphingobacteriaceae";"Sphingobacterium";"Sphingobacterium"
"ASV_655";"Bacteria";"Tenericutes";"Mollicutes";"Mollicutes_RF39";"uncultured_bacterium";"uncultured_bacterium";"uncultured_bacterium"
"ASV_656";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Massilia";"Massilia"
"ASV_657";"Bacteria";"Actinobacteria";"Acidimicrobiia";"Microtrichales";"Iamiaceae";"Iamia";"Iamia"
"ASV_658";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Stenotrophomonas";"maltophilia"
"ASV_659";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"Bradyrhizobium";"Bradyrhizobium"
"ASV_660";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae_1";"Clostridium_sensu_stricto_13";"Clostridium_sensu_stricto_13"
"ASV_661";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Advenella";"Advenella"
"ASV_662";"Bacteria";"Actinobacteria";"Actinobacteria";"Corynebacteriales";"Corynebacteriaceae";"Corynebacterium_1";"Corynebacterium_1"
"ASV_663";"Bacteria";"Fusobacteria";"Fusobacteriia";"Fusobacteriales";"Fusobacteriaceae";"Fusobacterium";"Fusobacterium"
"ASV_664";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Planococcaceae";"Lysinibacillus";"Lysinibacillus"
"ASV_665";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Fastidiosipila";"Fastidiosipila"
"ASV_666";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Oceanospirillales";"Halomonadaceae";"Halomonadaceae";"Halomonadaceae"
"ASV_667";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Family_XI";"Gemella";"Gemella"
"ASV_668";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Lachnospiraceae";"Lachnospiraceae"
"ASV_669";"Bacteria";"Cyanobacteria";"Oxyphotobacteria";"Chloroplast";"Lolium_perenne";"Lolium_perenne";"Lolium_perenne"
"ASV_670";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Brevundimonas";"Brevundimonas"
"ASV_671";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Diplorickettsiales";"Diplorickettsiaceae";"Rickettsiella";"isopodorum"
"ASV_672";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Brevundimonas";"Brevundimonas"
"ASV_673";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Beijerinckiaceae";"Beijerinckiaceae"
"ASV_674";"Bacteria";"Chlamydiae";"Chlamydiae";"Chlamydiales";"Chlamydiales";"Chlamydiales";"Chlamydiales"
"ASV_675";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Falsibacillus";"Falsibacillus"
"ASV_676";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas";"Sphingomonas"
"ASV_677";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Leucobacter";"Leucobacter"
"ASV_678";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Oceanospirillales";"Halomonadaceae";"Halomonas";"Halomonas"
"ASV_679";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Marmoricola";"Marmoricola"
"ASV_680";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Methylobacterium";"Methylobacterium"
"ASV_681";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Enterobacter";"Enterobacter"
"ASV_682";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"D05-2";"uncultured_bacterium";"uncultured_bacterium"
"ASV_683";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Saccharothrix";"Saccharothrix"
"ASV_684";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Novosphingobium";"Novosphingobium"
"ASV_685";"Bacteria";"Actinobacteria";"Actinobacteria";"Streptomycetales";"Streptomycetaceae";"Streptomyces";"Streptomyces"
"ASV_686";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotellaceae_UCG-003";"Prevotellaceae_UCG-003"
"ASV_687";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Methylobacterium";"Methylobacterium"
"ASV_688";"Bacteria";"Bacteroidetes";"Bacteroidia";"Sphingobacteriales";"Sphingobacteriaceae";"Sphingobacterium";"Sphingobacterium"
"ASV_689";"Bacteria";"Chlamydiae";"Chlamydiae";"Chlamydiales";"Chlamydiales";"Chlamydiales";"Chlamydiales"
"ASV_690";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Actinomycetospora";"corticicola"
"ASV_691";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas";"Pseudomonas"
"ASV_692";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas";"Pseudomonas"
"ASV_693";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Enterobacteriaceae";"Enterobacteriaceae"
"ASV_694";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Aquabacterium";"Aquabacterium"
"ASV_695";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";"Lactobacillus"
"ASV_696";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales";"Rhodospirillales";"Rhodospirillales"
"ASV_697";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Ruminococcaceae_UCG-002";"Ruminococcaceae_UCG-002"
"ASV_698";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Lachnospiraceae_UCG-009";"Lachnospiraceae_UCG-009"
"ASV_699";"Bacteria";"Bacteroidetes";"Bacteroidia";"Sphingobacteriales";"Sphingobacteriaceae";"Sphingobacterium";"Sphingobacterium"
"ASV_700";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Ruminococcaceae";"Ruminococcaceae"
"ASV_701";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Streptococcaceae";"Streptococcus";"Streptococcus"
"ASV_702";"Bacteria";"Actinobacteria";"Actinobacteria";"Corynebacteriales";"Nocardiaceae";"Gordonia";"bronchialis"
"ASV_703";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Lelliottia";"Lelliottia"
"ASV_704";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Comamonas";"Comamonas"
"ASV_705";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Neisseriaceae";"Neisseriaceae";"Neisseriaceae"
"ASV_706";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Methylobacterium";"Methylobacterium"
"ASV_707";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Peptostreptococcaceae";"Peptoclostridium";"Peptoclostridium"
"ASV_708";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Caulobacteraceae";"Caulobacteraceae"
"ASV_709";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Caenimonas";"Caenimonas"
"ASV_710";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Leuconostocaceae";"Leuconostoc";"Leuconostoc"
"ASV_711";"Bacteria";"Actinobacteria";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Solirubrobacter";"Solirubrobacter"
"ASV_712";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Tyzzerella_3";"Tyzzerella_3"
"ASV_713";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Aminobacter";"Aminobacter"
"ASV_714";"Bacteria";"Actinobacteria";"Actinobacteria";"Actinomycetales";"Actinomycetaceae";"Actinomyces";"Actinomyces"
"ASV_715";"Bacteria";"Actinobacteria";"Actinobacteria";"Actinomycetales";"Actinomycetaceae";"Varibaculum";"Varibaculum"
"ASV_716";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Oceanospirillales";"Halomonadaceae";"Halomonas";"Halomonas"
"ASV_717";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas";"Pseudomonas"
"ASV_718";"Bacteria";"Firmicutes";"Clostridia";"DTU014";"uncultured_prokaryote";"uncultured_prokaryote";"uncultured_prokaryote"
"ASV_719";"Bacteria";"Cyanobacteria";"Oxyphotobacteria";"Chloroplast";"Vitis_vinifera_subsp._caucasica";"Vitis_vinifera_subsp._caucasica";"Vitis_vinifera_subsp._caucasica"
"ASV_720";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Diplorickettsiales";"Diplorickettsiaceae";"Diplorickettsia";"Diplorickettsia"
"ASV_721";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Leucobacter";"komagatae"
"ASV_722";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Devosiaceae";"Devosia";"Devosia"
"ASV_723";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Curtobacterium";"Curtobacterium"
"ASV_724";"Bacteria";"Firmicutes";"Negativicutes";"Selenomonadales";"Veillonellaceae";"Allisonella";"Allisonella"
"ASV_725";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Ruminococcaceae";"Ruminococcaceae"
"ASV_726";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Massilia";"Massilia"
"ASV_727";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Muribaculaceae";"CAG-873";"CAG-873"
"ASV_728";"Bacteria";"Bacteroidetes";"Bacteroidia";"Cytophagales";"Hymenobacteraceae";"Hymenobacter";"Hymenobacter"
"ASV_729";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Devosiaceae";"Devosia";"Devosia"
"ASV_730";"Bacteria";"Actinobacteria";"Actinobacteria";"Corynebacteriales";"Corynebacteriaceae";"Corynebacterium_1";"kroppenstedtii"
"ASV_731";"Bacteria";"Actinobacteria";"Actinobacteria";"Corynebacteriales";"Nocardiaceae";"Gordonia";"paraffinivorans"
"ASV_732";"Bacteria";"Bacteroidetes";"Bacteroidia";"Cytophagales";"Hymenobacteraceae";"Adhaeribacter";"Adhaeribacter"
"ASV_733";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Achromobacter";"Achromobacter"
"ASV_734";"Bacteria";"Chloroflexi";"Chloroflexia";"Kallotenuales";"AKIW781";"uncultured_Kouleothrix_sp.";"uncultured_Kouleothrix_sp."
"ASV_735";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Peptostreptococcaceae";"Terrisporobacter";"Terrisporobacter"
"ASV_736";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pasteurellales";"Pasteurellaceae";"Pasteurellaceae";"Pasteurellaceae"
"ASV_737";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas";"dokdonensis"
"ASV_738";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Candidatus_Soleaferrea";"Candidatus_Soleaferrea"
"ASV_739";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Catonella";"Catonella"
"ASV_740";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Achromobacter";"Achromobacter"
"ASV_741";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"T34";"uncultured_bacterium";"uncultured_bacterium"
"ASV_742";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";"Lactobacillus"
"ASV_743";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Actinokineospora";"Actinokineospora"
"ASV_744";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";"Acidiphilium";"Acidiphilium"
"ASV_745";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"Erysipelotrichaceae";"Sharpea";"Sharpea"
"ASV_746";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Micrococcaceae";"Arthrobacter";"agilis"
"ASV_747";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Microvirga";"Microvirga"
"ASV_748";"Bacteria";"Acidobacteria";"Blastocatellia_(Subgroup_4)";"Blastocatellales";"Blastocatellaceae";"Blastocatella";"Blastocatella"
"ASV_749";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Cellvibrionales";"Cellvibrionaceae";"Cellvibrio";"Cellvibrio"
"ASV_750";"Bacteria";"Deferribacteres";"Deferribacteres";"Deferribacterales";"Deferribacteraceae";"Deferribacter";"Deferribacter"
"ASV_751";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingoaurantiacus";"capsulatus"
"ASV_752";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Lachnospiraceae_NK3A20_group";"Lachnospiraceae_NK3A20_group"
"ASV_753";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Dermabacteraceae";"Brachybacterium";"Brachybacterium"
"ASV_754";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Rikenellaceae";"Rikenellaceae_RC9_gut_group";"Rikenellaceae_RC9_gut_group"
"ASV_755";"Bacteria";"Actinobacteria";"Actinobacteria";"Corynebacteriales";"Mycobacteriaceae";"Mycobacterium";"Mycobacterium"
"ASV_756";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Kosakonia";"Kosakonia"
"ASV_757";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Devosiaceae";"Devosia";"Devosia"
"ASV_758";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Enterobacter";"Enterobacter"
"ASV_759";"Bacteria";"Actinobacteria";"Actinobacteria";"Corynebacteriales";"Nocardiaceae";"Williamsia";"Williamsia"
"ASV_760";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Bacillus";"Bacillus"
"ASV_761";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Klebsiella";"Klebsiella"
"ASV_762";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Enterobacteriaceae";"Enterobacteriaceae"
"ASV_763";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Muribaculaceae";"uncultured_Porphyromonadaceae_bacterium";"uncultured_Porphyromonadaceae_bacterium"
"ASV_764";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Lachnospiraceae";"Lachnospiraceae"
"ASV_765";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Lechevalieria";"Lechevalieria"
"ASV_766";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"Erysipelotrichaceae";"Turicibacter";"Turicibacter"
"ASV_767";"Bacteria";"Actinobacteria";"Actinobacteria";"Corynebacteriales";"Corynebacteriaceae";"Corynebacterium_1";"nuruki"
"ASV_768";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Xenophilus";"Xenophilus"
"ASV_769";"Bacteria";"Bacteroidetes";"Bacteroidia";"Cytophagales";"Spirosomaceae";"Spirosoma";"Spirosoma"
"ASV_770";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Bacillus";"Bacillus"
"ASV_771";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Enterococcaceae";"Enterococcus";"Enterococcus"
"ASV_772";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Aeromicrobium";"ginsengisoli"
"ASV_773";"Bacteria";"Actinobacteria";"Actinobacteria";"Actinomycetales";"Actinomycetaceae";"Actinomyces";"Actinomyces"
"ASV_774";"Bacteria";"Firmicutes";"Negativicutes";"Selenomonadales";"Veillonellaceae";"Mitsuokella";"Mitsuokella"
"ASV_775";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas";"Pseudomonas"
"ASV_776";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Mitochondria";"Mitochondria";"Mitochondria"
"ASV_777";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium";"Flavobacterium"
"ASV_778";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"Rubellimicrobium";"Rubellimicrobium"
"ASV_779";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Stenotrophomonas";"rhizophila"
"ASV_780";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Comamonas";"Comamonas"
"ASV_781";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Escherichia-Shigella";"Escherichia-Shigella"
"ASV_782";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Moraxellaceae";"Enhydrobacter";"Enhydrobacter"
"ASV_783";"Bacteria";"Actinobacteria";"Actinobacteria";"Corynebacteriales";"Nocardiaceae";"Williamsia";"Williamsia"
"ASV_784";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"Gemmobacter";"intermedius"
"ASV_785";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Providencia";"heimbachae"
"ASV_786";"Bacteria";"Spirochaetes";"Spirochaetia";"Spirochaetales";"Spirochaetaceae";"Spirochaetaceae";"Spirochaetaceae"
"ASV_787";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Leucobacter";"Leucobacter"
"ASV_788";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Moraxellaceae";"Acinetobacter";"Acinetobacter"
"ASV_789";"Bacteria";"Firmicutes";"Negativicutes";"Selenomonadales";"Veillonellaceae";"Megasphaera";"Megasphaera"
"ASV_790";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Lachnospiraceae_UCG-004";"Lachnospiraceae_UCG-004"
"ASV_791";"Bacteria";"Firmicutes";"Negativicutes";"Selenomonadales";"Acidaminococcaceae";"Phascolarctobacterium";"Phascolarctobacterium"
"ASV_792";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Aeromicrobium";"Aeromicrobium"
"ASV_793";"Bacteria";"Tenericutes";"Mollicutes";"Mycoplasmatales";"Mycoplasmataceae";"Mycoplasma";"Mycoplasma"
"ASV_794";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Diaphorobacter";"Diaphorobacter"
"ASV_795";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Enterococcaceae";"Enterococcus";"malodoratus"
"ASV_796";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"SAR324_clade(Marine_group_B)";"SAR324_clade(Marine_group_B)";"SAR324_clade(Marine_group_B)";"SAR324_clade(Marine_group_B)"
"ASV_797";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Ruminococcaceae";"Ruminococcaceae"
"ASV_798";"Bacteria";"Chlamydiae";"Chlamydiae";"Chlamydiales";"Chlamydiales";"Chlamydiales";"Chlamydiales"
"ASV_799";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Archangiaceae";"Melittangium";"Melittangium"
"ASV_800";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Microvirga";"Microvirga"
"ASV_801";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Methylobacterium";"adhaesivum"
"ASV_802";"Bacteria";"Firmicutes";"Negativicutes";"Selenomonadales";"Acidaminococcaceae";"Phascolarctobacterium";"Phascolarctobacterium"
"ASV_803";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Staphylococcaceae";"Staphylococcus";"Staphylococcus"
"ASV_804";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides"
"ASV_805";"Bacteria";"Bacteroidetes";"Bacteroidia";"Cytophagales";"Spirosomaceae";"Spirosoma";"Spirosoma"
"ASV_806";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas";"Pseudomonas"
"ASV_807";"Bacteria";"Gemmatimonadetes";"Longimicrobia";"Longimicrobiales";"Longimicrobiaceae";"Longimicrobium";"Longimicrobium"
"ASV_808";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Moraxellaceae";"Acinetobacter";"Acinetobacter"
"ASV_809";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Christensenellaceae";"Christensenellaceae_R-7_group";"Christensenellaceae_R-7_group"
"ASV_810";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pasteurellales";"Pasteurellaceae";"Haemophilus";"Haemophilus"
"ASV_811";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Moraxellaceae";"Acinetobacter";"Acinetobacter"
"ASV_812";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Ruminococcaceae";"Ruminococcaceae"
"ASV_813";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium";"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"ASV_814";"Bacteria";"Actinobacteria";"Thermoleophilia";"Gaiellales";"Gaiellales";"uncultured_Conexibacter_sp.";"uncultured_Conexibacter_sp."
"ASV_815";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Ideonella";"Ideonella"
"ASV_816";"Bacteria";"Deinococcus-Thermus";"Deinococci";"Deinococcales";"Trueperaceae";"Truepera";"Truepera"
"ASV_817";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas";"Sphingomonas"
"ASV_818";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Muribaculaceae";"uncultured_Barnesiella_sp.";"uncultured_Barnesiella_sp."
"ASV_819";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Verticia";"Verticia"
"ASV_820";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Stenotrophomonas";"rhizophila"
"ASV_821";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Lachnospiraceae";"Lachnospiraceae"
"ASV_822";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Brevibacteriaceae";"Brevibacterium";"Brevibacterium"
"ASV_823";"Bacteria";"Firmicutes";"Negativicutes";"Selenomonadales";"Veillonellaceae";"Megasphaera";"Megasphaera"
"ASV_824";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas";"Pseudomonas"
"ASV_825";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Verticia";"Verticia"
"ASV_826";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"Xanthobacteraceae";"Xanthobacteraceae"
"ASV_827";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas";"Pseudomonas"
"ASV_828";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Marmoricola";"Marmoricola"
"ASV_829";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Enterococcaceae";"Enterococcus";"Enterococcus"
"ASV_830";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae_4";"Caminicella";"Caminicella"
"ASV_831";"Bacteria";"Actinobacteria";"Actinobacteria";"Corynebacteriales";"Corynebacteriaceae";"Corynebacterium_1";"casei"
"ASV_832";"Bacteria";"Firmicutes";"Negativicutes";"Selenomonadales";"Veillonellaceae";"Megasphaera";"Megasphaera"
"ASV_833";"Bacteria";"Tenericutes";"Mollicutes";"Entomoplasmatales";"Entomoplasmataceae";"Entomoplasma";"Entomoplasma"
"ASV_834";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Fournierella";"Fournierella"
